Family Size,Family,Pairs ≥ 2x,Pairs ≥ 3x,Quadruples with ≥2 Triples
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (1, 3, 5), (3, 4, 5))",5,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (1, 4, 5), (2, 4, 5))",6,2,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (1, 4, 5), (3, 4, 5))",5,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 3), (1, 4, 5))",9,1,4
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 3, 4))",7,2,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 3, 5))",7,2,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 4, 5))",8,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 4))",8,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 4, 5))",8,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 4), (3, 4, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (1, 3, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (1, 4, 5))",8,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (2, 3, 4))",6,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (2, 3, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (3, 4, 5))",6,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 4, 5), (2, 3, 4))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 4, 5), (2, 3, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 4, 5), (2, 4, 5))",6,2,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (2, 3, 4), (2, 3, 5))",5,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (2, 3, 4), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (2, 3, 5), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (2, 4, 5), (3, 4, 5))",5,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 3), (2, 4, 5), (3, 4, 5))",7,1,4
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 4), (2, 3, 4), (2, 3, 5))",7,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 4), (2, 3, 4), (3, 4, 5))",8,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 4), (2, 3, 5), (2, 4, 5))",8,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 4), (2, 3, 5), (3, 4, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 3, 5), (1, 4, 5))",7,2,9
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 3, 5), (2, 3, 4))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 3, 5), (2, 3, 5))",9,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 3, 5), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 4, 5), (2, 3, 4))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 4, 5), (2, 3, 5))",8,1,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 4, 5), (2, 4, 5))",8,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (1, 4, 5), (3, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (2, 3, 4), (2, 3, 5))",6,2,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (2, 3, 4), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (2, 3, 4), (3, 4, 5))",6,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (2, 3, 5), (2, 4, 5))",6,2,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (2, 3, 5), (3, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 2, 5), (2, 4, 5), (3, 4, 5))",6,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 4, 5), (2, 3, 4), (2, 3, 5))",5,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 4, 5), (2, 3, 4), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 4, 5), (2, 3, 5), (2, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (1, 4, 5), (2, 4, 5), (3, 4, 5))",5,2,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (2, 3, 4), (2, 4, 5), (3, 4, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (2, 3, 5), (2, 4, 5), (3, 4, 5))",7,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (0, 4, 5), (1, 2, 5))",7,2,9
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (0, 4, 5), (2, 3, 4))",5,2,9
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 2, 5), (1, 3, 5))",9,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 2, 5), (1, 4, 5))",8,1,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 2, 5), (2, 3, 4))",6,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 2, 5), (3, 4, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 4, 5), (2, 3, 4))",5,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 4, 5), (2, 3, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (1, 4, 5), (2, 4, 5))",7,1,9
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (2, 3, 4), (2, 3, 5))",7,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (2, 3, 4), (2, 4, 5))",6,1,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (2, 4, 5), (3, 4, 5))",7,1,9
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (1, 2, 5), (2, 3, 4), (3, 4, 5))",5,1,5
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (1, 3, 5), (2, 3, 4), (2, 3, 5))",6,1,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (1, 3, 5), (2, 3, 4), (2, 4, 5))",5,1,7
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (1, 3, 5), (2, 3, 5), (2, 4, 5))",5,2,9
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (1, 3, 5), (2, 4, 5), (3, 4, 5))",6,1,8
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (2, 3, 4), (2, 3, 5), (3, 4, 5))",6,1,6
7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (2, 3, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5))",7,1,4
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 4), (2, 3, 4))",9,0,5
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 4), (2, 3, 5))",7,0,5
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 4), (2, 4, 5))",8,0,6
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 5), (1, 4, 5))",8,0,6
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 4, 5))",7,0,5
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 5), (2, 4, 5))",9,0,7
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (1, 2, 4), (1, 3, 4), (2, 4, 5), (3, 4, 5))",9,0,7
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (1, 2, 4), (1, 3, 5), (1, 4, 5), (2, 4, 5))",9,0,5
7,"((0, 1, 2), (0, 1, 3), (0, 2, 3), (1, 2, 4), (1, 3, 5), (2, 4, 5), (3, 4, 5))",8,0,6
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 3, 5), (2, 4, 5))",9,0,9
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 4, 5), (2, 3, 5))",7,0,7
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 4, 5), (3, 4, 5))",8,0,8
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5), (1, 3, 4))",7,0,7
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5), (1, 4, 5))",8,0,8
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 3, 4), (2, 3, 4))",7,0,7
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 4, 5), (2, 3, 4))",6,0,6
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 4, 5), (3, 4, 5))",7,0,7
7,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (1, 4, 5), (2, 3, 4), (2, 3, 5))",6,0,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4))",5,4,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3))",8,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4))",7,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (3, 4, 5))",5,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3))",7,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5))",6,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (2, 3, 4))",7,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (2, 3, 5))",5,4,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5))",5,5,10
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5))",7,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 4, 5))",7,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (2, 3, 4))",7,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (2, 4, 5))",6,3,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 4))",9,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 5))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 4))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 5))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 4, 5))",9,2,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 4))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 5))",7,3,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 4, 5))",8,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (3, 4, 5))",7,2,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 4))",8,2,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 5))",7,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (2, 3, 4))",8,2,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (2, 3, 5))",8,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (3, 4, 5))",6,2,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (2, 3, 4))",9,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (2, 3, 5))",7,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (3, 4, 5))",7,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (1, 4, 5))",7,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 4))",8,2,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 5))",8,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 4, 5))",7,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (3, 4, 5))",7,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 4), (2, 3, 5))",6,3,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 4), (3, 4, 5))",7,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 5), (2, 4, 5))",7,2,10
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 5), (3, 4, 5))",6,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (1, 4, 5))",11,1,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 3, 4))",8,2,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 4, 5))",9,1,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 5))",9,1,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 4))",9,1,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 5))",8,1,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (2, 3, 4), (2, 3, 5))",6,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (2, 3, 4), (2, 4, 5))",8,1,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 3), (2, 3, 4), (2, 3, 5))",6,2,11
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 3), (2, 3, 4), (2, 4, 5))",7,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 3), (2, 4, 5), (3, 4, 5))",7,1,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 4), (2, 3, 5))",7,2,10
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 4), (3, 4, 5))",8,1,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 5), (2, 4, 5))",8,1,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 5), (3, 4, 5))",7,1,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 4, 5), (2, 3, 4), (2, 3, 5))",6,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 4, 5), (2, 3, 4), (2, 4, 5))",8,1,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (2, 3, 4), (2, 3, 5), (2, 4, 5))",6,2,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (2, 3, 4), (2, 4, 5), (3, 4, 5))",7,1,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (2, 3, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5))",7,1,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5))",7,5,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 4, 5))",8,4,5
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 3, 5))",7,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (3, 4, 5))",6,4,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3))",8,4,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5))",6,4,10
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 4))",7,4,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 5))",7,4,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (3, 4, 5))",7,4,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 4))",9,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 5))",7,4,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 4))",8,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 5))",8,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 4, 5))",8,3,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (3, 4, 5))",8,3,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 2, 5))",7,4,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 3, 4))",8,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 3, 5))",9,3,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 4, 5))",7,4,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (3, 4, 5))",8,3,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 3, 4))",7,3,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 3, 5))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 4, 5))",7,3,9
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (3, 4, 5))",6,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 4), (1, 3, 5))",7,4,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 4), (1, 4, 5))",6,4,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 4), (2, 3, 4))",9,3,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 4), (2, 3, 5))",8,3,6
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 4), (2, 4, 5))",7,3,7
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 4), (3, 4, 5))",8,3,8
8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 3, 5), (1, 4, 5))",8,3,8
