Family Size,Family,Pairs ≥ 2x,Pairs ≥ 3x,Quadruples with ≥2 Triples
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (3, 4, 5))",8,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5))",8,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (2, 3, 4))",10,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (2, 3, 5))",9,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (3, 4, 5))",8,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4))",9,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5))",8,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 4, 5))",9,4,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (2, 3, 4))",9,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (2, 3, 5))",7,5,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (2, 4, 5))",8,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 3, 5))",7,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (2, 3, 4))",9,4,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (2, 3, 5))",8,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (3, 4, 5))",7,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (2, 3, 4), (2, 3, 5))",7,5,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (2, 3, 5), (2, 4, 5))",7,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3))",8,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5))",7,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (2, 3, 4))",7,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 4))",10,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 5))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 4, 5))",10,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (2, 3, 4))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (2, 4, 5))",9,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 2, 5))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 3, 4))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 3, 5))",11,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 4, 5))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (2, 3, 4))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (2, 3, 5))",10,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (2, 4, 5))",8,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (3, 4, 5))",9,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 3, 4))",9,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (1, 4, 5))",8,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (2, 3, 4))",9,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (2, 3, 5))",10,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (2, 4, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 5), (3, 4, 5))",8,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 4, 5), (2, 3, 4))",9,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 4, 5), (2, 4, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (2, 3, 4), (2, 3, 5))",8,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (2, 3, 4), (2, 4, 5))",7,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (2, 3, 4), (3, 4, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 5), (2, 4, 5), (3, 4, 5))",8,3,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 4), (2, 3, 4))",9,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 4), (2, 3, 5))",9,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 4), (3, 4, 5))",9,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 5), (2, 3, 4))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 5), (2, 4, 5))",10,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 2, 5), (3, 4, 5))",8,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 4), (2, 3, 4))",10,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 4), (2, 3, 5))",8,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 4), (2, 4, 5))",9,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 5), (2, 3, 4))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 3, 5), (2, 4, 5))",9,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 4, 5), (2, 3, 4))",10,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 4, 5), (2, 3, 5))",9,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 4, 5), (2, 4, 5))",11,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (1, 4, 5), (3, 4, 5))",10,2,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 4), (2, 3, 5))",8,3,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 4), (2, 4, 5))",8,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 4), (3, 4, 5))",9,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 5), (2, 4, 5))",9,3,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 3, 5), (3, 4, 5))",8,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 3), (2, 4, 5), (3, 4, 5))",9,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 4), (2, 3, 4))",11,2,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 4), (2, 3, 5))",10,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 4), (3, 4, 5))",9,2,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 5), (2, 3, 4))",9,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 5), (2, 3, 5))",10,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 5), (2, 4, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (1, 3, 5), (3, 4, 5))",8,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (2, 3, 4), (2, 3, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (2, 3, 4), (3, 4, 5))",9,2,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (2, 3, 5), (2, 4, 5))",9,3,12
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 2, 5), (2, 3, 5), (3, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (2, 3, 4), (2, 3, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (2, 3, 4), (3, 4, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (2, 3, 5), (2, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 4), (2, 3, 5), (3, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (1, 4, 5), (2, 3, 4))",9,3,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (1, 4, 5), (2, 3, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 4), (2, 3, 5))",9,3,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 4), (2, 4, 5))",8,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 4), (3, 4, 5))",10,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 5), (2, 4, 5))",10,2,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 3, 5), (3, 4, 5))",8,3,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (1, 3, 5), (2, 4, 5), (3, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 4), (2, 3, 5), (2, 4, 5))",7,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 4), (2, 3, 5), (3, 4, 5))",8,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (1, 4, 5), (2, 3, 4))",11,2,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 3, 4), (2, 3, 5))",8,2,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 3, 4), (2, 4, 5))",10,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 3), (2, 4, 5), (3, 4, 5))",9,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 3, 4))",11,1,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 4), (2, 3, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 4), (2, 4, 5))",10,2,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 4), (3, 4, 5))",11,1,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (1, 2, 4), (2, 3, 5), (3, 4, 5))",10,1,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 4, 5), (2, 3, 4), (2, 3, 5), (2, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 3), (2, 3, 4), (2, 4, 5), (3, 4, 5))",9,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 4), (2, 3, 5), (2, 4, 5))",8,3,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 4), (2, 3, 5), (3, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 2, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5))",10,1,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (1, 4, 5), (2, 3, 4), (2, 3, 5), (2, 4, 5))",9,2,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (2, 3, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5))",9,2,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5))",9,6,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (3, 4, 5))",10,5,6
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 3, 5))",8,6,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 4, 5))",9,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (3, 4, 5))",8,5,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 4, 5), (2, 4, 5))",10,4,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 3, 5), (1, 4, 5))",8,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 3, 5), (2, 3, 5))",10,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 5), (1, 3, 5), (2, 4, 5))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3), (1, 2, 4))",10,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3), (1, 2, 5))",8,5,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3), (1, 3, 4))",9,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3), (1, 3, 5))",9,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3), (1, 4, 5))",10,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3), (3, 4, 5))",10,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5), (1, 3, 4))",8,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5), (1, 3, 5))",9,4,11
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5), (3, 4, 5))",8,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 4), (1, 3, 5))",8,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 4), (2, 3, 4))",10,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 4), (2, 3, 5))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 4), (3, 4, 5))",10,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 5), (1, 4, 5))",10,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 5), (2, 3, 5))",8,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 5), (2, 4, 5))",9,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 3, 5), (3, 4, 5))",8,5,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 4), (1, 3, 5))",10,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 4), (1, 4, 5))",9,5,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 4), (3, 4, 5))",10,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 5), (1, 3, 4))",8,5,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 5), (1, 3, 5))",9,5,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 5), (1, 4, 5))",9,4,10
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 2, 5), (3, 4, 5))",8,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 4), (1, 4, 5))",8,5,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 4), (2, 3, 4))",10,5,7
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 4), (2, 4, 5))",9,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 4), (3, 4, 5))",10,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 5), (1, 4, 5))",10,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 5), (2, 4, 5))",9,4,8
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 3, 5), (3, 4, 5))",8,5,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 4, 5), (2, 4, 5))",10,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 3), (1, 4, 5), (3, 4, 5))",10,3,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 2, 5), (1, 3, 5))",10,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 2, 5), (3, 4, 5))",8,4,9
9,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 4), (0, 3, 5), (1, 2, 4), (1, 3, 4), (1, 3, 5))",9,5,8
